"","HomePlanet","CryoSleep","deck","num","side","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Transported"
"3470","Earth","1","G",606,"P","PSO J318.5-22",15,"0",0,0,0,0,0,"1"
"3471","Europa","0","D",119,"S","TRAPPIST-1e",43,"0",2,3846,0,3,346,"1"
"3472","Europa","0","D",119,"S","55 Cancri e",30,"0",0,787,116,1924,2,"0"
"3473","Europa","0","B",145,"S","TRAPPIST-1e",61,"0",328,5193,0,20,533,"1"
"3474","Earth","0","G",614,"S","TRAPPIST-1e",48,"0",0,0,632,250,0,"0"
"3475","Earth","1","G",614,"S","55 Cancri e",17,"0",0,0,0,0,0,"1"
"3476","Earth","0","G",615,"S","TRAPPIST-1e",19,"0",0,312,2,76,418,"0"
"3477","Europa","1","B",117,"P","TRAPPIST-1e",29,"0",0,0,0,0,0,"1"
"3478","Earth","1","G",607,"P","55 Cancri e",2,"0",0,0,0,0,0,"0"
"3479","Earth","1","G",607,"P","TRAPPIST-1e",24,"0",0,0,0,0,0,"1"
"3480","Earth","0","G",616,"S","TRAPPIST-1e",19,"0",0,827,5,55,0,"0"
"3481","Mars","0","E",249,"S","PSO J318.5-22",34,"1",0,490,869,0,0,"1"
"3482","Earth","0","G",608,"P","TRAPPIST-1e",19,"0",0,2,14,755,0,"0"
"3483","Europa","0","B",118,"P","TRAPPIST-1e",39,"0",0,2576,0,234,237,"0"
"3484","Europa","1","B",118,"P","TRAPPIST-1e",26,"0",0,0,0,0,0,"1"
"3485","Europa","0","B",118,"P","TRAPPIST-1e",53,"0",0,3377,0,193,5563,"0"
"3486","Europa","1","B",118,"P","55 Cancri e",18,"0",0,0,0,0,0,"1"
"3487","Mars","1","F",774,"P","TRAPPIST-1e",19,"0",0,0,0,0,0,"1"
"3488","Europa","1","B",119,"P","55 Cancri e",45,"0",0,0,0,0,0,"1"
"3489","Europa","1","B",119,"P","TRAPPIST-1e",32,"0",0,0,0,0,0,"1"
"3490","Earth","0","F",775,"P","TRAPPIST-1e",18,"0",64,0,3,3440,5,"0"
"3491","Earth","0","G",610,"P","TRAPPIST-1e",48,"0",396,0,52,0,297,"0"
"3492","Earth","0","F",1080,"S","TRAPPIST-1e",24,"0",0,274,594,35,658,"1"
"3493","Europa","0","D",120,"S","TRAPPIST-1e",52,"0",0,5,0,108,1788,"0"
"3494","Earth","0","F",776,"P","55 Cancri e",55,"0",0,519,131,63,3,"0"
"3495","Earth","1","G",611,"P","TRAPPIST-1e",43,"0",0,0,0,0,0,"1"
"3496","Earth","1","G",732,"P","TRAPPIST-1e",24,"0",0,0,0,0,0,"0"
"3497","Earth","1","G",612,"P","PSO J318.5-22",8,"0",0,0,0,0,0,"0"
"3498","Mars","1","F",707,"S","TRAPPIST-1e",18,"0",0,0,0,0,0,"1"
"3499","Earth","1","G",617,"S","TRAPPIST-1e",38,"0",0,0,0,0,0,"1"
"3500","Earth","0","G",618,"S","TRAPPIST-1e",18,"0",381,4,0,0,368,"0"
"3501","Earth","1","G",618,"S","PSO J318.5-22",23,"0",0,0,0,0,0,"1"
"3502","Earth","1","G",619,"S","TRAPPIST-1e",26,"0",0,0,0,0,0,"1"
"3503","Earth","1","G",613,"P","PSO J318.5-22",21,"0",0,0,0,0,0,"1"
"3504","Europa","0","E",222,"P","55 Cancri e",45,"0",824,2196,385,19,1113,"1"
"3505","Mars","1","F",709,"S","TRAPPIST-1e",24,"0",0,0,0,0,0,"1"
"3506","Europa","0","B",146,"S","55 Cancri e",44,"0",0,280,112,0,9244,"0"
"3507","Earth","0","F",710,"S","TRAPPIST-1e",20,"0",0,0,717,0,0,"1"
"3508","Mars","0","E",251,"S","TRAPPIST-1e",47,"0",1037,0,258,4,0,"0"
"3509","Earth","1","G",615,"P","TRAPPIST-1e",16,"0",0,0,0,0,0,"1"
"3510","Europa","0","B",120,"P","TRAPPIST-1e",28,"0",80,828,0,4494,4269,"0"
"3511","Earth","0","G",616,"P","55 Cancri e",8,"0",0,0,0,0,0,"1"
"3512","Earth","0","F",777,"P","TRAPPIST-1e",20,"0",0,0,422,0,0,"1"
"3513","Earth","0","F",711,"S","PSO J318.5-22",22,"0",2,257,348,2,0,"1"
"3514","Earth","0","F",711,"S","TRAPPIST-1e",42,"0",55,0,1503,0,0,"1"
"3515","Earth","0","F",711,"S","PSO J318.5-22",23,"0",0,552,44,0,661,"1"
"3516","Earth","0","F",778,"P","TRAPPIST-1e",30,"0",513,0,0,0,317,"0"
"3517","Earth","1","G",617,"P","TRAPPIST-1e",18,"0",0,0,0,0,0,"0"
"3518","Earth","0","F",778,"P","TRAPPIST-1e",35,"0",227,117,394,9,56,"0"
"3519","Mars","1","F",712,"S","TRAPPIST-1e",42,"0",0,0,0,0,0,"1"
"3520","Mars","1","F",712,"S","TRAPPIST-1e",46,"0",0,0,0,0,0,"1"
"3521","Europa","0","C",134,"S","TRAPPIST-1e",29,"0",2,407,4509,1433,9,"1"
"3522","Europa","1","B",147,"S","55 Cancri e",35,"0",0,0,0,0,0,"1"
"3523","Earth","0","F",713,"S","TRAPPIST-1e",48,"0",0,21,0,0,786,"1"
"3524","Earth","0","F",714,"S","TRAPPIST-1e",24,"0",1,677,13,10,0,"1"
"3525","Europa","0","A",44,"S","TRAPPIST-1e",38,"0",821,960,0,27,321,"0"
"3526","Earth","0","F",780,"P","55 Cancri e",51,"0",183,0,1,0,1103,"0"
"3527","Earth","0","G",618,"P","TRAPPIST-1e",77,"0",0,25,131,3981,108,"0"
"3528","Earth","1","G",619,"P","TRAPPIST-1e",22,"0",0,0,0,0,0,"0"
"3529","Mars","0","E",252,"S","TRAPPIST-1e",38,"1",1277,0,1355,0,0,"0"
"3530","Mars","0","D",121,"S","TRAPPIST-1e",42,"0",913,4,1,1465,0,"0"
"3531","Mars","1","F",716,"S","TRAPPIST-1e",55,"0",0,0,0,0,0,"1"
"3532","Mars","0","F",716,"S","TRAPPIST-1e",7,"0",0,0,0,0,0,"1"
"3533","Mars","0","D",122,"S","TRAPPIST-1e",17,"0",132,75,849,0,0,"1"
"3534","Mars","0","D",127,"P","TRAPPIST-1e",25,"0",519,0,284,0,0,"0"
"3535","Earth","1","G",620,"S","TRAPPIST-1e",15,"0",0,0,0,0,0,"1"
"3536","Earth","1","G",620,"P","TRAPPIST-1e",13,"0",0,0,0,0,0,"1"
"3537","Earth","1","G",622,"S","55 Cancri e",23,"0",0,0,0,0,0,"1"
"3538","Europa","1","C",136,"S","55 Cancri e",34,"0",0,0,0,0,0,"1"
"3539","Europa","0","B",121,"P","55 Cancri e",33,"0",90,26830,0,27,703,"1"
"3540","Europa","0","B",122,"P","TRAPPIST-1e",26,"0",0,0,0,0,0,"0"
"3541","Europa","1","E",253,"S","TRAPPIST-1e",67,"0",0,0,0,0,0,"1"
"3542","Earth","0","G",622,"P","55 Cancri e",27,"0",0,0,0,36,437,"0"
"3543","Mars","0","F",782,"P","TRAPPIST-1e",33,"0",25,0,1376,604,0,"0"
"3544","Earth","0","F",783,"P","TRAPPIST-1e",18,"0",0,17,0,0,784,"0"
"3545","Earth","0","F",784,"P","TRAPPIST-1e",36,"0",357,0,114,0,0,"0"
"3546","Earth","1","G",623,"S","TRAPPIST-1e",18,"0",0,0,0,0,0,"1"
"3547","Earth","0","G",624,"S","TRAPPIST-1e",51,"0",406,0,53,0,350,"0"
"3548","Mars","1","F",786,"P","TRAPPIST-1e",54,"0",0,0,0,0,0,"1"
"3549","Mars","0","D",128,"P","TRAPPIST-1e",33,"0",3361,0,13,15,0,"0"
"3550","Earth","0","F",717,"S","TRAPPIST-1e",18,"0",14,651,11,17,13,"0"
"3551","Europa","1","D",129,"P","TRAPPIST-1e",57,"0",0,0,0,0,0,"1"
"3552","Earth","0","F",787,"P","TRAPPIST-1e",23,"0",0,0,0,724,80,"0"
"3553","Earth","0","E",225,"P","TRAPPIST-1e",24,"0",58,0,4,789,54,"0"
"3554","Mars","0","E",226,"P","TRAPPIST-1e",20,"0",984,1,921,0,0,"0"
"3555","Earth","0","F",1537,"P","TRAPPIST-1e",32,"0",0,600,80,0,18,"0"
"3556","Mars","1","F",790,"P","TRAPPIST-1e",21,"0",0,0,0,0,0,"1"
"3557","Earth","0","F",306,"P","PSO J318.5-22",36,"0",0,2,0,0,867,"0"
"3558","Earth","0","F",718,"S","PSO J318.5-22",41,"0",0,122,0,104,486,"0"
"3559","Mars","0","F",719,"S","TRAPPIST-1e",27,"0",1192,0,0,0,0,"1"
"3560","Earth","0","G",625,"S","PSO J318.5-22",49,"0",0,51,101,50,1903,"1"
"3561","Earth","0","G",626,"S","TRAPPIST-1e",18,"0",0,0,0,1565,224,"0"
"3562","Earth","0","G",627,"S","55 Cancri e",34,"0",71,0,242,393,0,"0"
"3563","Mars","0","D",123,"S","TRAPPIST-1e",73,"0",799,0,190,68,0,"0"
"3564","Earth","0","G",627,"P","TRAPPIST-1e",40,"0",1387,614,1564,5,0,"0"
"3565","Earth","0","E",255,"S","PSO J318.5-22",63,"0",1,897,0,0,8,"0"
"3566","Mars","0","F",723,"S","TRAPPIST-1e",21,"0",1060,0,91,0,0,"1"
"3567","Earth","0","E",227,"P","TRAPPIST-1e",21,"0",28,580,0,0,236,"1"
"3568","Mars","0","E",228,"P","TRAPPIST-1e",23,"0",418,4,627,0,0,"0"
"3569","Mars","0","F",793,"P","TRAPPIST-1e",31,"0",1049,31,227,2,0,"0"
"3570","Earth","0","F",794,"P","55 Cancri e",41,"0",312,89,44,0,252,"0"
"3571","Earth","1","G",630,"P","TRAPPIST-1e",15,"0",0,0,0,0,0,"1"
"3572","Europa","0","C",126,"P","TRAPPIST-1e",36,"0",90,2050,0,15,1244,"0"
"3573","Earth","0","F",795,"P","TRAPPIST-1e",24,"0",4,314,0,0,428,"0"
"3574","Earth","0","G",631,"P","TRAPPIST-1e",27,"0",0,253,0,79,421,"0"
"3575","Europa","0","C",137,"S","55 Cancri e",24,"0",38,257,0,54,4184,"0"
"3576","Europa","1","C",137,"S","55 Cancri e",19,"0",0,0,0,0,0,"1"
"3577","Europa","0","C",137,"S","TRAPPIST-1e",25,"0",0,6130,0,36,1,"1"
"3578","Europa","1","C",137,"S","55 Cancri e",39,"0",0,0,0,0,0,"1"
"3579","Europa","1","C",137,"S","TRAPPIST-1e",15,"0",0,0,0,0,0,"1"
"3580","Europa","0","C",137,"S","TRAPPIST-1e",31,"0",0,1565,0,97,1678,"1"
"3581","Europa","1","C",137,"S","55 Cancri e",25,"0",0,0,0,0,0,"1"
"3582","Europa","0","C",127,"P","TRAPPIST-1e",57,"0",205,4415,0,1589,305,"0"
"3583","Mars","1","F",796,"P","TRAPPIST-1e",1,"0",0,0,0,0,0,"1"
"3584","Earth","0","F",725,"S","PSO J318.5-22",18,"0",16,6,735,0,0,"1"
"3585","Earth","1","G",632,"P","TRAPPIST-1e",33,"0",0,0,0,0,0,"1"
"3586","Earth","0","F",726,"S","55 Cancri e",23,"0",339,754,7,0,0,"1"
"3587","Europa","1","E",230,"P","55 Cancri e",34,"0",0,0,0,0,0,"1"
"3588","Mars","1","F",729,"S","55 Cancri e",38,"0",0,0,0,0,0,"1"
"3589","Mars","0","E",256,"S","TRAPPIST-1e",21,"0",2627,0,597,0,0,"1"
"3590","Mars","1","E",256,"S","TRAPPIST-1e",31,"0",0,0,0,0,0,"0"
"3591","Mars","0","D",124,"S","TRAPPIST-1e",13,"0",974,0,1883,0,505,"0"
"3592","Mars","0","F",729,"S","TRAPPIST-1e",54,"0",149,981,215,0,0,"1"
"3593","Mars","0","F",729,"S","TRAPPIST-1e",13,"0",1008,667,8,0,1,"0"
"3594","Mars","0","D",124,"S","TRAPPIST-1e",18,"0",12,4,1105,658,16,"0"
"3595","Europa","1","D",125,"S","TRAPPIST-1e",26,"0",0,0,0,0,0,"1"
"3596","Earth","0","F",797,"P","TRAPPIST-1e",43,"0",0,0,7,0,963,"0"
"3597","Earth","0","F",798,"P","TRAPPIST-1e",56,"0",3,0,768,0,40,"1"
"3598","Earth","0","F",731,"S","TRAPPIST-1e",63,"0",1540,123,0,0,1,"0"
"3599","Earth","0","G",630,"S","TRAPPIST-1e",9,"0",0,0,0,0,0,"1"
"3600","Earth","0","G",630,"S","TRAPPIST-1e",9,"0",0,0,0,0,0,"0"
"3601","Earth","0","G",630,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"3602","Earth","0","F",731,"S","55 Cancri e",16,"0",0,0,623,40,209,"1"
"3603","Earth","1","G",630,"S","TRAPPIST-1e",42,"0",0,0,0,0,0,"1"
"3604","Earth","1","G",630,"S","TRAPPIST-1e",9,"0",0,0,0,0,0,"0"
"3605","Europa","1","B",148,"S","55 Cancri e",22,"0",0,0,0,0,0,"1"
"3606","Europa","1","B",149,"S","55 Cancri e",47,"0",0,0,0,0,0,"1"
"3607","Mars","1","F",799,"P","TRAPPIST-1e",30,"0",0,0,0,0,0,"1"
"3608","Earth","0","F",800,"P","TRAPPIST-1e",29,"0",2478,0,31,4,11,"0"
"3609","Earth","0","G",631,"S","TRAPPIST-1e",18,"0",86,218,0,0,479,"0"
"3610","Earth","0","E",258,"S","TRAPPIST-1e",22,"0",158,1556,1189,845,96,"1"
"3611","Earth","0","E",232,"P","TRAPPIST-1e",19,"0",0,0,3,785,0,"0"
"3612","Mars","0","F",801,"P","55 Cancri e",31,"0",796,0,70,595,0,"0"
"3613","Europa","1","B",150,"S","55 Cancri e",17,"0",0,0,0,0,0,"1"
"3614","Europa","0","B",150,"S","TRAPPIST-1e",38,"0",0,3060,0,4,2325,"0"
"3615","Europa","1","B",150,"S","55 Cancri e",13,"0",0,0,0,0,0,"1"
"3616","Earth","1","G",633,"P","PSO J318.5-22",36,"0",0,0,0,0,0,"1"
"3617","Earth","0","G",633,"S","PSO J318.5-22",0,"0",0,0,0,0,0,"1"
"3618","Earth","1","G",634,"S","TRAPPIST-1e",21,"0",0,0,0,0,0,"1"
"3619","Earth","0","F",735,"S","PSO J318.5-22",18,"0",0,525,0,0,84,"1"
"3620","Mars","1","E",233,"P","TRAPPIST-1e",36,"0",0,0,0,0,0,"0"
"3621","Mars","0","E",233,"P","TRAPPIST-1e",27,"0",847,0,4,0,1,"0"
"3622","Mars","0","E",233,"P","TRAPPIST-1e",5,"0",0,0,0,0,0,"1"
"3623","Europa","0","C",140,"S","55 Cancri e",18,"0",0,4387,0,2241,0,"1"
"3624","Earth","1","G",635,"P","TRAPPIST-1e",25,"0",0,0,0,0,0,"0"
"3625","Earth","1","G",636,"S","TRAPPIST-1e",14,"0",0,0,0,0,0,"1"
"3626","Europa","1","E",234,"P","TRAPPIST-1e",23,"0",0,0,0,0,0,"1"
"3627","Earth","0","G",636,"P","55 Cancri e",2,"0",0,0,0,0,0,"0"
"3628","Earth","1","G",636,"P","TRAPPIST-1e",1,"0",0,0,0,0,0,"0"
"3629","Earth","1","G",636,"P","55 Cancri e",7,"0",0,0,0,0,0,"1"
"3630","Earth","0","G",636,"P","PSO J318.5-22",6,"0",0,0,0,0,0,"0"
"3631","Earth","0","F",804,"P","TRAPPIST-1e",56,"0",967,0,0,3,0,"0"
"3632","Earth","1","G",636,"P","55 Cancri e",4,"0",0,0,0,0,0,"1"
"3633","Earth","0","G",637,"S","TRAPPIST-1e",65,"0",0,0,0,0,909,"0"
"3634","Earth","1","G",639,"S","TRAPPIST-1e",36,"0",0,0,0,0,0,"1"
"3635","Europa","1","C",141,"S","TRAPPIST-1e",25,"0",0,0,0,0,0,"1"
"3636","Earth","0","F",736,"S","TRAPPIST-1e",41,"0",6,1,11,1046,0,"0"
"3637","Earth","0","E",260,"S","TRAPPIST-1e",20,"0",9,0,1462,94,54,"1"
"3638","Earth","1","G",640,"S","PSO J318.5-22",18,"0",0,0,0,0,0,"1"
"3639","Earth","0","F",737,"S","TRAPPIST-1e",15,"0",309,28,496,20,49,"1"
"3640","Earth","0","F",738,"S","PSO J318.5-22",23,"0",0,93,1,0,542,"0"
"3641","Earth","0","F",738,"S","PSO J318.5-22",29,"0",0,2,553,44,0,"0"
"3642","Earth","1","G",641,"S","TRAPPIST-1e",33,"0",0,0,0,0,0,"1"
"3643","Europa","0","D",128,"S","TRAPPIST-1e",14,"0",2,881,0,578,214,"0"
"3644","Europa","1","D",128,"S","55 Cancri e",55,"0",0,0,0,0,0,"1"
"3645","Europa","0","B",124,"P","TRAPPIST-1e",30,"0",0,690,0,49,2264,"0"
"3646","Earth","0","F",806,"P","TRAPPIST-1e",21,"0",0,0,1224,65,480,"0"
"3647","Earth","0","E",262,"S","TRAPPIST-1e",26,"0",35,42,711,0,0,"1"
"3648","Earth","1","G",641,"P","PSO J318.5-22",33,"0",0,0,0,0,0,"1"
"3649","Earth","0","F",808,"P","TRAPPIST-1e",18,"0",95,0,0,13,622,"0"
"3650","Earth","1","G",642,"P","TRAPPIST-1e",9,"0",0,0,0,0,0,"1"
"3651","Earth","1","G",642,"P","55 Cancri e",0,"0",0,0,0,0,0,"1"
"3652","Earth","0","E",263,"S","55 Cancri e",19,"0",0,47,0,263,384,"1"
"3653","Earth","0","F",810,"P","TRAPPIST-1e",18,"0",716,0,0,0,0,"0"
"3654","Europa","0","C",142,"S","55 Cancri e",38,"0",55,1258,0,650,10786,"0"
"3655","Europa","0","C",142,"S","55 Cancri e",42,"0",0,1249,0,1313,1148,"1"
"3656","Europa","0","E",264,"S","TRAPPIST-1e",28,"0",3,1300,0,1250,1148,"0"
"3657","Europa","1","E",264,"S","55 Cancri e",37,"0",0,0,0,0,0,"1"
"3658","Earth","0","F",740,"S","55 Cancri e",29,"0",0,0,0,1819,1,"0"
"3659","Earth","0","F",811,"P","55 Cancri e",42,"0",0,218,0,481,2,"0"
"3660","Mars","0","E",265,"S","TRAPPIST-1e",18,"0",659,0,2316,0,23,"1"
"3661","Mars","0","D",129,"S","55 Cancri e",34,"0",2,0,805,29,0,"1"
"3662","Earth","1","G",642,"S","55 Cancri e",34,"0",0,0,0,0,0,"1"
"3663","Earth","1","G",643,"S","PSO J318.5-22",18,"0",0,0,0,0,0,"0"
"3664","Earth","0","G",644,"S","TRAPPIST-1e",24,"0",3537,0,0,0,0,"0"
"3665","Earth","0","F",742,"S","TRAPPIST-1e",24,"0",45,588,5,7,0,"1"
"3666","Mars","1","F",743,"S","TRAPPIST-1e",56,"0",0,0,0,0,0,"1"
"3667","Mars","1","F",743,"S","TRAPPIST-1e",2,"0",0,0,0,0,0,"1"
"3668","Mars","1","F",743,"S","TRAPPIST-1e",12,"0",0,0,0,0,0,"1"
"3669","Earth","0","E",237,"P","TRAPPIST-1e",37,"0",772,0,840,1,5,"0"
"3670","Mars","0","D",132,"P","TRAPPIST-1e",60,"1",2739,0,0,0,0,"0"
"3671","Earth","1","G",643,"P","TRAPPIST-1e",55,"0",0,0,0,0,0,"0"
"3672","Earth","1","G",645,"S","PSO J318.5-22",20,"0",0,0,0,0,0,"0"
"3673","Mars","0","F",745,"S","TRAPPIST-1e",28,"0",629,0,659,607,0,"0"
"3674","Earth","1","G",644,"P","TRAPPIST-1e",28,"0",0,0,0,0,0,"0"
"3675","Mars","0","F",812,"P","TRAPPIST-1e",37,"0",14,0,91,1203,0,"0"
"3676","Earth","0","F",814,"P","TRAPPIST-1e",18,"0",325,0,477,50,5,"0"
"3677","Earth","0","E",238,"P","TRAPPIST-1e",14,"0",781,0,1,4,1,"0"
"3678","Europa","0","C",143,"S","TRAPPIST-1e",29,"0",3478,11153,15,203,15,"1"
"3679","Earth","0","F",746,"S","TRAPPIST-1e",51,"0",0,0,0,544,12,"0"
"3680","Earth","1","G",647,"S","TRAPPIST-1e",45,"0",0,0,0,0,0,"0"
"3681","Earth","1","G",648,"S","TRAPPIST-1e",45,"0",0,0,0,0,0,"1"
"3682","Mars","0","F",747,"S","TRAPPIST-1e",41,"0",1144,12,14,22,0,"0"
"3683","Earth","0","G",646,"P","TRAPPIST-1e",21,"0",0,80,255,0,5190,"0"
"3684","Earth","0","F",817,"P","TRAPPIST-1e",28,"0",653,0,0,0,20,"0"
"3685","Earth","1","G",646,"P","55 Cancri e",0,"0",0,0,0,0,0,"1"
"3686","Earth","0","F",748,"S","TRAPPIST-1e",46,"0",0,0,0,0,880,"0"
"3687","Mars","1","F",749,"S","TRAPPIST-1e",41,"0",0,0,0,0,0,"1"
"3688","Earth","1","G",647,"P","55 Cancri e",13,"0",0,0,0,0,0,"1"
"3689","Earth","0","E",239,"P","PSO J318.5-22",55,"0",0,1203,0,0,446,"0"
"3690","Earth","1","G",648,"P","PSO J318.5-22",20,"0",0,0,0,0,0,"1"
"3691","Earth","1","G",650,"S","TRAPPIST-1e",21,"0",0,0,0,0,0,"1"
"3692","Earth","0","F",818,"P","TRAPPIST-1e",49,"0",324,275,0,0,0,"0"
"3693","Earth","0","G",649,"P","TRAPPIST-1e",27,"0",0,0,1020,0,807,"1"
"3694","Earth","0","G",649,"P","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"3695","Mars","0","F",819,"P","TRAPPIST-1e",22,"0",886,55,0,0,0,"0"
"3696","Earth","1","G",650,"P","TRAPPIST-1e",17,"0",0,0,0,0,0,"0"
"3697","Mars","0","F",751,"S","TRAPPIST-1e",23,"0",355,0,764,0,0,"1"
"3698","Earth","0","G",651,"P","TRAPPIST-1e",44,"0",39,821,0,7,41,"0"
"3699","Europa","1","E",240,"P","TRAPPIST-1e",29,"0",0,0,0,0,0,"1"
"3700","Earth","0","F",752,"S","TRAPPIST-1e",19,"0",0,0,5,756,0,"1"
"3701","Earth","1","G",652,"S","TRAPPIST-1e",3,"0",0,0,0,0,0,"1"
"3702","Europa","0","B",9,"P","TRAPPIST-1e",29,"0",0,7164,0,58,1,"1"
"3703","Earth","0","E",241,"P","TRAPPIST-1e",19,"0",46,0,675,0,0,"1"
"3704","Earth","1","G",653,"P","TRAPPIST-1e",22,"0",0,0,0,0,0,"1"
"3705","Earth","0","F",182,"S","PSO J318.5-22",33,"0",400,270,33,0,0,"0"
"3706","Earth","1","G",654,"S","PSO J318.5-22",18,"0",0,0,0,0,0,"1"
"3707","Earth","0","G",654,"P","TRAPPIST-1e",50,"0",667,0,0,11,170,"0"
"3708","Mars","0","F",755,"S","TRAPPIST-1e",54,"0",1217,0,1,4,0,"0"
"3709","Mars","0","F",755,"S","TRAPPIST-1e",43,"0",1448,0,150,0,0,"0"
"3710","Earth","0","F",822,"P","TRAPPIST-1e",17,"0",103,2183,0,16,0,"1"
"3711","Mars","0","D",134,"P","TRAPPIST-1e",26,"0",1632,0,80,7,0,"0"
"3712","Earth","0","F",823,"P","TRAPPIST-1e",44,"0",1258,3,0,1,0,"0"
"3713","Earth","0","F",756,"S","PSO J318.5-22",51,"0",0,0,10,1098,0,"0"
"3714","Europa","1","B",152,"S","TRAPPIST-1e",29,"0",0,0,0,0,0,"1"
"3715","Earth","0","G",655,"P","TRAPPIST-1e",4,"0",0,0,0,0,0,"0"
"3716","Earth","0","F",825,"P","PSO J318.5-22",40,"0",0,0,310,1,421,"0"
"3717","Earth","0","G",655,"P","55 Cancri e",27,"0",0,0,2,0,808,"0"
"3718","Earth","0","G",655,"P","TRAPPIST-1e",8,"0",0,0,0,0,0,"0"
"3719","Earth","0","G",655,"P","TRAPPIST-1e",3,"0",0,0,0,0,0,"0"
"3720","Earth","0","G",655,"P","55 Cancri e",11,"0",0,0,0,0,0,"1"
"3721","Earth","0","F",826,"P","PSO J318.5-22",24,"0",16,0,1136,0,40,"1"
"3722","Earth","0","G",657,"S","55 Cancri e",25,"0",0,83,0,439,0,"0"
"3723","Europa","0","C",129,"P","55 Cancri e",28,"0",89,4826,0,2,1598,"1"
"3724","Earth","0","G",656,"P","TRAPPIST-1e",25,"0",0,1017,0,0,0,"0"
"3725","Earth","1","G",658,"S","TRAPPIST-1e",27,"0",0,0,0,0,0,"1"
"3726","Earth","0","F",757,"S","TRAPPIST-1e",25,"0",20,0,424,0,359,"0"
"3727","Earth","1","G",658,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"3728","Earth","0","F",758,"S","TRAPPIST-1e",58,"0",0,0,970,0,0,"1"
"3729","Earth","1","G",659,"S","TRAPPIST-1e",3,"0",0,0,0,0,0,"1"
"3730","Earth","1","G",659,"S","PSO J318.5-22",4,"0",0,0,0,0,0,"1"
"3731","Earth","1","G",659,"S","55 Cancri e",2,"0",0,0,0,0,0,"0"
"3732","Earth","0","F",758,"S","TRAPPIST-1e",34,"0",0,847,14,0,0,"1"
"3733","Earth","0","G",659,"S","55 Cancri e",5,"0",0,0,0,0,0,"1"
"3734","Earth","0","G",659,"S","TRAPPIST-1e",3,"0",0,0,0,0,0,"0"
"3735","Mars","1","E",242,"P","TRAPPIST-1e",46,"0",0,0,0,0,0,"0"
"3736","Earth","0","F",827,"P","TRAPPIST-1e",22,"0",1417,0,0,0,0,"1"
"3737","Earth","0","G",657,"P","TRAPPIST-1e",8,"0",0,0,0,0,0,"1"
"3738","Earth","0","G",657,"P","TRAPPIST-1e",17,"0",3,83,927,0,1,"1"
"3739","Earth","0","G",657,"P","TRAPPIST-1e",4,"0",0,0,0,0,0,"0"
"3740","Earth","1","G",1418,"S","TRAPPIST-1e",12,"0",0,0,0,0,0,"0"
"3741","Earth","1","G",657,"P","PSO J318.5-22",40,"0",0,0,0,0,0,"1"
"3742","Earth","0","F",829,"P","PSO J318.5-22",16,"0",4,0,2278,2,0,"1"
"3743","Earth","1","G",657,"P","TRAPPIST-1e",41,"0",0,0,0,0,0,"1"
"3744","Earth","1","G",657,"P","TRAPPIST-1e",8,"0",0,0,0,0,0,"0"
"3745","Earth","1","G",660,"S","55 Cancri e",14,"0",0,0,0,0,0,"1"
"3746","Earth","1","G",660,"S","TRAPPIST-1e",2,"0",0,0,0,0,0,"1"
"3747","Earth","0","F",759,"S","PSO J318.5-22",59,"0",400,0,126,0,158,"1"
"3748","Earth","0","G",660,"S","TRAPPIST-1e",45,"0",1796,0,4,0,5,"0"
"3749","Earth","0","F",759,"S","55 Cancri e",52,"0",0,704,0,0,1104,"1"
"3750","Mars","1","F",760,"S","TRAPPIST-1e",33,"0",0,0,0,0,0,"1"
"3751","Earth","0","G",1174,"S","55 Cancri e",51,"0",8,0,206,1247,14,"1"
"3752","Earth","1","G",658,"P","TRAPPIST-1e",38,"0",0,0,0,0,0,"0"
"3753","Mars","0","E",243,"P","TRAPPIST-1e",14,"0",460,0,0,315,172,"0"
"3754","Europa","0","B",125,"P","TRAPPIST-1e",42,"0",0,456,1,1193,3039,"0"
"3755","Europa","0","B",125,"P","55 Cancri e",28,"0",0,3238,0,750,2368,"0"
"3756","Earth","0","E",268,"S","55 Cancri e",34,"0",309,542,0,0,55,"0"
"3757","Mars","0","E",269,"S","TRAPPIST-1e",21,"0",0,0,0,0,0,"0"
"3758","Mars","1","F",761,"S","TRAPPIST-1e",30,"0",0,0,0,0,0,"1"
"3759","Mars","1","F",761,"S","TRAPPIST-1e",29,"0",0,0,0,0,0,"1"
"3760","Mars","1","E",269,"S","TRAPPIST-1e",26,"0",0,0,0,0,0,"0"
"3761","Mars","0","F",761,"S","TRAPPIST-1e",23,"0",931,0,134,0,421,"0"
"3762","Earth","0","F",762,"S","TRAPPIST-1e",20,"0",0,1,0,20,42,"0"
"3763","Earth","0","E",245,"P","55 Cancri e",59,"0",258,377,5,0,0,"1"
"3764","Europa","0","B",126,"P","55 Cancri e",37,"0",6498,1470,0,416,4174,"0"
"3765","Mars","0","F",832,"P","TRAPPIST-1e",32,"0",1843,0,662,0,0,"0"
"3766","Earth","0","F",833,"P","PSO J318.5-22",37,"0",4,0,223,512,1,"0"
"3767","Earth","0","E",246,"P","TRAPPIST-1e",27,"0",1,355,757,0,0,"0"
